義項id,詞目漢字,解說,對應詞目id,對應詞目漢字
722,大頭菜,蕪菁。根莖類。根為扁球形，肉質為白色或紅色，球根及嫩葉可以食用。,19190,結頭菜
727,上濟,至多、頂多。指在最壞的情況下。,279,上加
733,下擺,下次、下回。,18590,後改
734,小嬸,弟媳、小嬸子。稱謂。男子稱呼弟弟的妻子或是女子稱呼丈夫弟弟的妻子。,19025,細嬸仔
739,大龐,大塊頭。形容人的身材高大。,18884,高長大漢
739,大龐,大塊頭。形容人的身材高大。,19408,漢草好
826,不三不四,不正經、不像樣、不倫不類。,17897,不顛不戒
837,勻勻仔,慢慢地、謹慎小心地。,17857,勻仔
847,井水,井中的水。,18007,鼓井水
872,公平,公正。心存正道，沒有偏私。,27345,平正
877,中立,不偏袒。,27345,平正
880,冇石仔,浮石。礦物名，是一種經由岩漿急速冷凝，氣體逸出後所形成的多孔狀岩石。顏色較淡，有氣泡狀孔穴，可漂浮在水面上，通常是流紋岩岩漿的產物，以前常用來搓洗鍋子。,17861,冇石
887,凶年,農作物收成欠佳，鬧饑荒的年頭。,17907,歹天年
887,凶年,農作物收成欠佳，鬧饑荒的年頭。,17913,歹冬
892,內行的,行家、專家。,17863,內行人
893,不而過,但是、不過。,22104,不過
929,中秋,中秋節、八月節。我國傳統民俗節日之一。農曆八月十五日，與春節、端午節並列為民間三大傳統節日。通常這天全家會團聚在一起吃月餅、吃柚子、賞月。,17738,八月半
931,中秋節,中秋節、八月節。我國傳統民俗節日之一。農曆八月十五日，與春節、端午節並列為民間三大傳統節日。通常這天全家會團聚在一起吃月餅、吃柚子、賞月。,17738,八月半
935,中風,腦溢血、腦中風。病名。因腦血管硬化、破裂，造成腦內出血，壓迫到腦神經。往往會使病人昏迷、死亡或肢體麻木、言語行動不便。,19315,腦充血
952,中脊,屋頂上頭，最高的那一根橫樑。,17880,中脊楹
965,中晝飯,中餐、午飯。,19875,下晝飯
966,中晝頓,午餐、午飯。,19875,下晝飯
984,不答不七,不三不四、不像樣。,17855,不八不七
987,中間,指某一時間或事件發展的過程中的一部分。,22600,當中
999,公媽,祖先的神主牌。,18815,神主牌
999,公媽,祖先的神主牌。,19139,牌位
1008,五路,各路、各處。指東、西、南、北、中五個方向。,18184,各路
1008,五路,各路、各處。指東、西、南、北、中五個方向。,18399,到處
1010,公道,公平、公正。正直，沒有偏私。,24680,公正
1034,五臟,指心、肝、脾、肺、腎等五大器官，也可泛指一切內臟。,17898,五臟六腑
1161,歹人,壞人、惡人、歹徒。品性、行為不良的人。,17877,凶徒
1161,歹人,壞人、惡人、歹徒。品性、行為不良的人。,18734,匪徒
1163,天下,整個世界。,28369,天跤下
1171,日子,時間、期間。,6050,時間
1172,日子,黃曆上帶有吉凶的日期。,1074,日期
1173,日子,生活。,1923,生活
1180,戶口名,正名、本名。登記在戶口名簿上的名字，有別一般偏名。,18065,本名
1180,戶口名,正名、本名。登記在戶口名簿上的名字，有別一般偏名。,18066,正名
1194,反天,變天。天氣由晴轉變成陰或雨。,19708,變天
1214,歹代,壞事、惡事。,17911,歹代誌
1215,歹代,壞事、壞消息。,17911,歹代誌
1215,歹代,壞事、壞消息。,19657,歹消息
1217,支出,消費、支付的費用、款項。,19223,開支
1217,支出,消費、支付的費用、款項。,19225,開使
1240,反白睚,翻白眼。黑眼球往上吊，露出白眼球，表示不以為然、不滿的情緒或是快要死的樣子。,17916,反白仁
1240,反白睚,翻白眼。黑眼球往上吊，露出白眼球，表示不以為然、不滿的情緒或是快要死的樣子。,17917,反白目
1248,木匠,木工師父。,27364,木師
1262,歹年冬,荒年、歉歲。農作物收成不好的年頭。,17907,歹天年
1262,歹年冬,荒年、歉歲。農作物收成不好的年頭。,17913,歹冬
1264,毋好勢,不方便、不湊巧。,8609,無拄好
1264,毋好勢,不方便、不湊巧。,23114,不便
1279,心行,心地、心腸。,23446,心性
1285,毋但,不只。表示前一句話的語意尚未完結，還有承接下面的語意。,656,不但
1290,月尾,月底。指一個月的最後幾天。,17925,月底
1307,心狂火著,氣急攻心、火冒三丈。,18689,風火著
1310,心肝窟仔,心窩、心坎。胸部的中央、胸口。,17923,心肝蒂
1310,心肝窟仔,心窩、心坎。胸部的中央、胸口。,17976,心槽
1322,水車,早期農家引低處水源來灌溉高地田地的器具。,19577,龍骨車
1333,歹命人,命運坎坷的人。,18665,苦命人
1333,歹命人,命運坎坷的人。,19114,散赤人
1335,夫妻,夫婦。,18827,翁婆
1336,手底,手掌。,26036,手心
1347,歹物,報廢的東西。,17931,歹物件
1364,水門,用以調節水位，控制水流流量的閘門。,17968,水閘仔
1364,水門,用以調節水位，控制水流流量的閘門。,17969,水閘門
1398,月俸,月薪、月給。公務員或受僱者每個月所領的薪資。,17912,月仔錢
1400,毋值,不如、比不上。,17938,毋值著
1401,毋准,不允許、不答應。,24983,不准
1439,夫婦,夫妻。,18827,翁婆
1449,手痕,指紋。,18606,指頭仔痕
1474,木棉,木本植物。樹幹有瘤刺，枝條成輪狀向四周平伸開展。葉片平滑，花於初春開放，花朵豔麗，為橙紅色系。果子呈現橢圓形，種子上被棉毛，棉毛富有彈性，適合做枕頭、沙發等填充材料。,19115,斑芝棉
1474,木棉,木本植物。樹幹有瘤刺，枝條成輪狀向四周平伸開展。葉片平滑，花於初春開放，花朵豔麗，為橙紅色系。果子呈現橢圓形，種子上被棉毛，棉毛富有彈性，適合做枕頭、沙發等填充材料。,19116,斑芝樹
1485,月給,月薪、月俸。公務員或受僱者每個月所領的總薪資。源自日語「月給（げっきゅう）」。,28652,月薪
1501,水溝,疏通流水的溝道。,17963,水溝仔
1503,水源頭,水的發源地。,17964,水源地
1510,心腹,臟腑。人體的重要內臟器官。,17898,五臟六腑
1518,歹運,背運、倒楣。運氣不好。,18723,倒運
1518,歹運,背運、倒楣。運氣不好。,22607,不幸
1519,毋過,不過、但是。,22104,不過
1522,水道,自來水的線路、管道。源自日語「水道（すいどう）」。,1134,水管
1522,水道,自來水的線路、管道。源自日語「水道（すいどう）」。,17974,水管路
1525,水道頭,水龍頭。控制自來水管出水的控制閥。,17981,水龍頭
1528,水閘,用以調節水位，控制水流流量的閘門。,17968,水閘仔
1528,水閘,用以調節水位，控制水流流量的閘門。,17969,水閘門
1530,手電仔,手電筒。,17970,手電
1538,夭壽短命,短命鬼。詛咒人短命早死的用語。,17971,夭壽骨
1544,毛管,毛孔。汗腺在皮膚表面上的細孔。,17973,毛管空
1548,日誌,日記。用於每天記事情的本子。,23853,日記
1559,手數料,處理手續所需的費用，即手續費。源自日語「手数料（てすうりょう）」。,17986,手續費
1569,手擋,手剎車。,17979,手擋仔
1582,戶頭,帳戶。原本指不動產登記簿上的所有權人，現在大多用來稱呼在銀行等金融機構所開立的存提款帳號及所有者的名稱。,19456,數戶
1586,日頭,太陽。,801,日
1586,日頭,太陽。,17980,日頭公
1594,水龍,抽水機。可用來抽水、噴水的設施。,17927,水抽仔
1618,水雞泅,蛙泳、蛙式。游泳的四種標準姿勢之一。腹部朝下，雙手撥水，雙腳踢水，頭部在水面上吸氣，然後在水中吐氣，動作像青蛙在水池中游泳的樣子。,19747,蛤仔泅
1677,火石仔,打火石。早期用來點火的器具。,18442,拍火石
1678,王后,古代帝王的正妻。,22652,皇后
1688,牛角花,金合歡。木本植物。可入藥，根部可治瘧疾，樹皮可作收斂劑，治咳嗽。,19170,番剌仔
1690,火車路,鐵路。鋪設鐵軌，供火車、電車通行的道路。,24177,鐵路
1695,牛屎鳥仔,鶺鴒。禽鳥類。體長約五至六寸。體色有黑白相間、黃綠相間和黑灰相間等三種形態。因為喜歡在牛屎中找昆蟲吃，所以被稱為「牛屎鳥仔」。,17989,牛屎鶺仔
1706,牛索,一端綁在牛鼻環上用來牽牛的繩子。,17998,牛繚索
1722,火鼠,松鼠 。外形像老鼠但大些，尾巴長且膨鬆，常棲於樹上，吃果實。,19539,膨尾鼠
1728,牛鼻圈,牛鼻環。用來套在牛鼻子上的器具。外觀為一個鐵環。,19922,牛鼻環
1782,仙,對某些特定身份者的稱呼，表示尊敬。,2052,先
1783,仙,對從事某種技藝、具有某些嗜好者的稱呼，有諷刺意味。,2052,先
1813,冊包,書包。學生上學時用來裝書本的背包。,28605,冊揹仔
1815,代先,事先、預先。,18161,在先
1831,冊店,書店、書局。賣書的商店。,19931,書店
1847,冊架仔,書架。存放書籍的架子。,18777,書架
1869,仝款,同樣、相像。一樣，沒有差別。,18624,相同
1871,世間,世界上。,17828,凡間
1872,世間人,世人。,18001,世人
1873,兄嫂,嫂子、嫂嫂。稱謂。稱呼兄長的妻子或對朋友妻子的敬稱。,17830,大嫂
1873,兄嫂,嫂子、嫂嫂。稱謂。稱呼兄長的妻子或對朋友妻子的敬稱。,19259,嫂仔
1891,凹,低陷之處。,19416,窩
1949,去,消除。,23943,清除
1994,去了了,完蛋了、全去了。,18020,去矣
1998,出山,出殯。,18879,送葬
2007,半中站,中途、半路。,17879,中站
2016,半日,半天。指一天的一半。,17731,一晡
2020,半月日,半個月。,18029,半個月
2023,北爿,北邊。北方。,24435,北方
2031,半仙,人們用來稱呼術士或算命師，或他們自稱的詞。,19693,鐵喙
2041,四句聯,說唱或戲曲中，以四句為一組的韻文，常以多組串連成篇，成為如同詩歌一般有押韻的唸白。,18015,四句聯仔
2086,四界,到處、處處。,18184,各路
2086,四界,到處、處處。,18399,到處
2089,叫苦,呼喊所受的苦難。,18030,叫哭
2089,叫苦,呼喊所受的苦難。,18046,叫慘
2095,出風頭,顯露或炫耀自己的特長，以博得眾人的讚譽。,19219,進頭香
2103,外家,娘家。女子出嫁後，稱自己父母的家。,18031,外家厝
2147,加減,多少。,18187,多少
2165,出業,畢業，日語原作「卒業」。源自日語。,22483,畢業
2183,半路師,半吊子。諷刺人工夫學一半，一知半解，做不了事。,18036,半桶師
2188,半精白,半肥半瘦的肉。,18024,半肥瘦
2194,包領,保證、擔保。,18047,包管
2232,四邊,周邊。四周圍。,18039,四圍
2235,包贏,一定勝利，穩操勝算。,19662,穩贏
2325,尻川口,肛門。,18054,尻川空
2325,尻川口,肛門。,18055,尻川頭
2330,市內,城市的範圍以內。,23056,市區
2333,失手,因不小心而造成錯誤。,18357,走手
2340,正月正時,指農曆過年，春節的時候。,18057,正月時
2340,正月正時,指農曆過年，春節的時候。,18058,正月時仔
2340,正月正時,指農曆過年，春節的時候。,19726,正月正頭
2373,布身,布料的質地。,18762,料身
2373,布身,布料的質地。,24638,質地
2375,正身,正房。舊式合院房屋的中心建築部分，兩邊則為「護龍」。,18073,正房
2379,本事,才幹、才能。,22305,才能
2395,失信,失約。不遵守諾言。,18078,失約定
2395,失信,失約。不遵守諾言。,19142,無信用
2400,失約,失信、違約。沒有按照原先約定去做。,18078,失約定
2400,失約,失信、違約。沒有按照原先約定去做。,24900,違約
2402,必要,絕對需要，不可缺少的。,22107,必須
2413,失眠,夜晚不能自然入睡。,19358,過眠
2416,市草,市場買賣的情況。,22860,市面
2424,平常,平時，一般日子。,23281,平日
2432,民眾,泛指一般人民。,22544,國民
2441,市場,買賣貨物的場所。,19196,菜市
2441,市場,買賣貨物的場所。,22860,市面
2448,必然,確定不移。,23453,必定
2469,幼路,精細、精緻。形容工藝製作的技術非常精緻。,18098,幼膩
2475,永遠,永久、無窮盡地。,25535,永久
2476,本領,本事。處理事情的能力。,22305,才能
2485,平靜,形容平和安靜。,24208,平和
2486,本錢,經營事業所用的資本。,26087,本金
2487,本錢,用來生利息的本金。,26087,本金
2488,母錢,本錢、本金。,26087,本金
2490,布頭,布料剪裁之後剩下的零碎布塊。,19946,布尾
2510,失體面,丟臉、沒面子。,19145,無面子
2518,甘,甜美的、美好的。,7630,甜
2520,甘,值得疼惜。,6340,疼
2520,甘,值得疼惜。,7231,惜
2532,生,活著。,1887,生存
2532,生,活著。,5166,活
2534,生,計算一輩子的單位。,1293,世
2597,目𥍉仔,轉眼、瞬間。形容時間很短。,18103,目𥍉仔久
2615,石仔,碎石。細碎的小石子。,19020,細粒石頭
2619,皮包仔,錢包、皮夾子、手提包。,18106,皮包
2628,生囡仔,生產、分娩。生孩子。,18446,抾囝
2647,生狂,做事慌慌張張的樣子。,18124,生猴
2654,瓦杮仔,碎瓦片。,18113,瓦杮
2661,生長,發育成長。,22122,成長
2688,白帶魚,魚類。體特長，兩側扁平，如同帶子，色銀白，無腹鰭。,18123,白魚
2698,石舂臼,用來舂米的石臼。,14801,臼
2720,田蛤仔,田蛙、青蛙。兩棲類動物。頭寬扁、闊嘴、大眼。背部呈青綠色，腹部灰白，表皮光滑。有蹼，善跳躍、游泳。,18134,田雞
2746,白滾水,不添加其他物而且經過煮沸的開水。,18119,白茶
2747,目箍,眼眶。,18128,目墘
2768,石頭仔,小石頭、小石子。石頭的小碎塊。,22912,石頭
2771,生檨仔,橫痃。病名。性病引起的腹股溝淋巴腺發炎及腫大，為第一期梅毒病癥。,19509,橫痃
2846,先生,教師。,2699,老師
2847,先生,醫生。,12673,醫生
2847,先生,醫生。,17763,大夫
2849,先生,對知識份子、有德行或專門技能者、道士的尊稱。,10154,道士
2881,光景,風景。,22796,風景
2893,光榮,光彩榮耀，指很有面子。,25548,光彩
2894,交際,人與人之間彼此往來的聚會應酬。,24246,社交
2899,份額,額度。占有額，每一份應有的固定數目。,19650,額數
2994,同心,一心、齊心。同樣的意志、想法。,17728,一心
2994,同心,一心、齊心。同樣的意志、想法。,19442,齊心
3005,囡仔疕,小毛頭。指小孩，但含有貶意。,19435,遛精仔
3010,囡仔嬰,嬰孩。,19579,嬰
3012,吐目,突眼、鼓眼泡。眼球突出。這種外觀特徵除了天生遺傳以外，大多是甲狀腺亢進或腦部、眼部病變引起。,18533,金魚目
3020,在地人,本地人。居住在當地的人。,18068,本地人
3021,吊死,上吊自殺。,23717,自殺
3030,同志,志趣、志向相同的人。,25564,有志
3035,冰角,冰塊。,19607,霜仔角
3054,合股,合夥。幾個人集合資本共同經營事業。,18719,倚股
3055,同門,連襟。稱謂，指姊妹的丈夫彼此互稱。,19881,同門的
3058,在室女,處女、閨女。未出嫁的女子。,24301,處女
3076,名望,名譽和聲望。,26109,名譽
3077,向望,盼望、希望。,22661,期望
3083,吊脰,上吊自殺。,23717,自殺
3094,回答,回應、回話。,18183,回話
3099,再會,再見。道別時的客套話。,19439,閣再來
3099,再會,再見。道別時的客套話。,23713,再見
3103,吊槔,桔槔。在井旁的樹上或架子上用繩子掛一個杠杵，一端綁著水桶，另一端綁在大石頭上，一起一落，打水時比較省力。,18052,加轆
3106,因端,原因、緣故。,18179,因致
3106,因端,原因、緣故。,18725,原由
3106,因端,原因、緣故。,22140,原因
3111,同齊,同時一起。,17733,一齊
3122,吊頷,上吊自殺。,23717,自殺
3127,名聲,名譽、名望。,26109,名譽
3132,名額,限定的人數。,18685,限額
3150,好,表示完成、結束。,43,了
3150,好,表示完成、結束。,3054,完
3175,尖,眼睛敏銳。,2950,利
3176,尖,銳利、刻薄。形容說話聲音高亢而令人不舒服，或是指言語刻薄。,2950,利
3195,地方,區域、地區。,3476,角勢
3195,地方,區域、地區。,22129,地區
3216,地皮,供建築房屋使用的土地。,22779,地面
3245,字典,一種記載如何使用某種特定文字的工具書。以字為單位，按照一定的體例編目和排版，並對文字的形、音、義、用法及來源等等加以解釋。,19213,詞典
3259,年紀,年齡。,22388,年齡
3293,奸雄,奸詐、狡猾。,18221,奸詐
3295,好勢,事情順利推演。,9237,順利
3295,好勢,事情順利推演。,19234,順事
3303,年歲,年齡、年紀。,22388,年齡
3310,地號名,地名。,25557,地名
3334,奸險,奸詐、陰險。,18221,奸詐
3344,好額,富裕、富有。,18251,有錢
3437,早日,從前。,18241,早時
3438,早日,提早。比預定的時程早。,22943,提早
3466,有身,懷孕。,18232,有囡仔
3466,有身,懷孕。,18235,有矣
3475,收泔,利用開大火或靜置的方式，將稀飯中的水分減少。,19375,頓泔
3491,早起時仔,早上。,18242,早起時
3503,早起,早上、早晨。,247,上午
3503,早起,早上、早晨。,310,下早仔
3503,早起,早上、早晨。,8053,頂晡
3503,早起,早上、早晨。,18242,早起時
3504,早起,早餐。,2518,早起頓
3504,早起,早餐。,2549,早頓
3514,有通,行得通、可行的。,19290,會通
3516,收場,指一件事情的結局，或者一個人的下場。,2455,收山
3516,收場,指一件事情的結局，或者一個人的下場。,2482,收尾
3517,收場,結束。,19120,散場
3539,死路,不能通行的路。,8654,無路
3554,曲盤,唱片。一種利用機械錄音方法記錄聲音的膠製圓片。上有細溝，放在留聲機或電唱機上旋轉時，沿著槽紋滑動的唱針尖端發生機械振動，通過唱頭還原為聲音或轉換為電子信號。,22407,唱片
3561,成親,結婚、成婚。男女嫁娶，成為夫婦。,22534,結婚
3567,有應公,無主孤魂。也就是孤魂野鬼，大多為凶死而不知其籍貫姓名或沒有後嗣的枯骨。常就地掩埋並建小祠供人祭拜。,18260,百姓公
3567,有應公,無主孤魂。也就是孤魂野鬼，大多為凶死而不知其籍貫姓名或沒有後嗣的枯骨。常就地掩埋並建小祠供人祭拜。,18514,金斗公
3567,有應公,無主孤魂。也就是孤魂野鬼，大多為凶死而不知其籍貫姓名或沒有後嗣的枯骨。常就地掩埋並建小祠供人祭拜。,19320,萬姓公
3567,有應公,無主孤魂。也就是孤魂野鬼，大多為凶死而不知其籍貫姓名或沒有後嗣的枯骨。常就地掩埋並建小祠供人祭拜。,19323,萬善公
3648,老人目,老花眼。,18274,老歲仔目
3655,肉丸仔,泛指所有用獸肉做成的丸子。,18257,肉丸
3662,至少,最少、最低限度。,17814,上起碼
3736,行春,拜年。過年時到親友家拜訪。這是較古雅的說法，現在也用「拜年」(pài-nî)。,4926,拜年
3736,行春,拜年。過年時到親友家拜訪。這是較古雅的說法，現在也用「拜年」(pài-nî)。,18587,拜正
3736,行春,拜年。過年時到親友家拜訪。這是較古雅的說法，現在也用「拜年」(pài-nî)。,19212,賀正
3764,自動車,汽車。源自日語「自動車（じどうしゃ）」。,22244,汽車
3796,行短路,自殺、尋短見。,23717,自殺
3913,西藥房,販賣西洋藥物的商店。,18283,西藥店
3949,作,從事農耕。,6913,做
4011,但是,不過、可是。連接兩個具有相反因果關係的詞語或句子。,22104,不過
4036,作弊,用不正當的方法取得不法的利益。一般多指考試的不法行為。,18904,偷做手
4038,免數想,休想、甭想。,18290,免想
4065,利,形容器物或五官的能力很尖銳。,2283,尖
4067,利,利息。,2994,利息
4135,利益,好處。,22631,好處
4136,利純,利潤。借自日語「利潤（りじゅん）」。,22449,利潤
4142,別款,別的樣式。,18302,別種
4143,別項,別的項目。,18302,別種
4178,坎仔,地面上突起的小臺階。,19748,碣仔
4181,告示,政府於特定的公共處所張貼的文書或通告。,23356,公告
4195,囥歲,指一個人外表看起來比實際年齡年輕。,17707,𠢕囥歲
4269,尿帕仔,尿布。,18316,尿裙仔
4269,尿帕仔,尿布。,18577,屎尿布
4272,尪姨,靈媒、巫婆。能通鬼神，以替人祈福消災、占卜等為職業的女子。,19260,媽姨
4278,尿苴仔,尿布。包裹在嬰兒的屁股，以承接屎尿的布。,18316,尿裙仔
4278,尿苴仔,尿布。包裹在嬰兒的屁股，以承接屎尿的布。,18577,屎尿布
4364,扶,捧、托。用手托著或扶起來。,7236,捧
4365,扶,奉承、巴結。,18317,扶𡳞
4374,扮仙,傳統戲劇中，正戲開演前的開場戲。多半在廟會慶典與祝壽喜慶等時候應用。,18951,排仙
4382,快車,加快行駛速度或是減少停靠站以節省行車時程的火車或公共汽車。,18320,快班車
4384,形狀,外形、模樣。,18321,形款
4384,形狀,外形、模樣。,23951,款式
4388,快活,愉快、舒服。,22353,快樂
4390,忍耐,按捺住某種衝動而不宣洩出來。,23213,忍受
4399,扮笑面,賠笑臉。,19510,激笑面
4404,序細,晚輩、後輩。,17797,下沿
4404,序細,晚輩、後輩。,18984,晚輩
4417,志願,自願而做、主動。,23877,自願
4484,杓仔,杓子。用來舀取液體的器具。,18979,桸仔
4484,杓仔,杓子。用來舀取液體的器具。,19715,鱟杓
4491,改良,改善、改進。把原本不好的地方加以改進，使它變好。,22171,改善
4491,改良,改善、改進。把原本不好的地方加以改進，使它變好。,22832,改進
4492,杜定,蜥蜴、石龍。爬蟲類動物。尾巴細長易斷，雄體背面是青綠色，雌體背面是淡褐色，腹部則都呈現淡黃色。棲息於草叢中，捕食昆蟲和其他小動物，會冬眠。,18043,四跤蛇
4511,批殼,信封、信套。裝信件的袋子。,18333,批橐仔
4519,抄寫,照原文謄寫。,18335,抄錄
4533,批囊,信封。,18333,批橐仔
4665,私下,暗地裡、不公開地、不欲人知地。,26161,私底下
4667,牡丹,木科植物。落葉灌木，葉子呈羽狀，春季發葉後開花，有紅、白、黃、紫等顏色。除供觀賞外，其根還可做為藥用。,19105,富貴花
4688,秀梳仔,細竹子。竹子分支處，乾燥後彈性佳，過去常被用來當作體罰的器具。,18354,秀箠仔
4710,見,會面。,5308,看
4724,赤,顏色名。紅棕色。,5365,紅
4739,身,計算神像的單位。,8289,尊
4741,身,計算蠶隻的單位。,6796,隻
4783,豆仔薯,豆薯。根莖類。地下生有肉質的大塊根，形狀像甘薯，薯肉呈白色，味道甜而多汁，富含養分，可以生吃。莢果扁平線狀，有毛，種子紅褐色，約十粒，近扁圓形，有毒，種子油可以製殺蟲劑。,19327,葛薯
4787,赤目,眼紅、嫉妒。看到好的事物，心裡很想得到。,19952,目赤
4787,赤目,眼紅、嫉妒。看到好的事物，心裡很想得到。,19953,目紅
4788,芋冰,指用芋頭製成的冰棒或冰品，或者特指芋頭口味的冰淇淋。,18360,芋仔冰
4828,走袂離,脫逃不了或閃躲不及。,18367,走袂過手
4833,走唱,跑江湖賣唱。,18361,那卡西
4862,車鼓戲,一種流行於閩南及臺灣的表演戲劇。劇目取材來自民間故事，音樂則以閩南流行的民歌小調為主，是迎神廟會重要的活動。,18374,車鼓
4890,身軀邊,身邊、身旁。,22864,身邊
4891,身軀邊,身上、隨身。,18376,身軀頂
4891,身軀邊,身上、隨身。,22477,身上
4920,使,命令、驅使。,1402,叫
4921,使,示意、傳達。,9287,傳
4923,使,放任、放縱。,8695,發
4962,來往,來回。,23597,來回
4963,來往,交際、往來、交往。,22918,往來
4975,佮喙,合胃口。適合自己個人的飲食習慣。,18153,合口味
5073,卸世眾,丟人現眼。,18396,卸面子
5091,初初,起初、起先。剛開始的時候。,23485,起初
5091,初初,起初、起先。剛開始的時候。,25714,起先
5103,受苦,吃苦、受難。遭受痛苦、困難或遭受磨難。,25614,受難
5104,卸面皮,丟臉、丟人現眼。,18396,卸面子
5105,叔孫,叔侄。,18397,叔孫仔
5191,呿呿嗽,咳個不停。,19090,喀喀嗽
5223,咒罵,詛咒、謾罵。用惡毒的話斥責他人。,18408,咒詈
5259,姑不而將,不得已、無可奈何。,18412,姑不二三將
5351,孤毛絕種,咒罵人絕子絕孫、孤老無依。,19181,絕囝絕孫
5371,官員,官吏。具有一定職等的政府工作人員。,17881,公務員
5371,官員,官吏。具有一定職等的政府工作人員。,18424,官吏
5375,宗祠,宗祠、家廟。祠堂，同一宗族的人供奉祖先神主的祠廟。,18753,家廟
5378,底細,人或事的根源、內情、背景。,24084,真相
5382,定期,預定或固定的日期或期限。,18615,活期
5394,幸運,好運氣。,18194,好字運
5433,性,生物的種別或是事物的類別。,22611,性別
5434,性,指性情、脾氣。,22312,個性
5459,性地,脾氣、性情。,22312,個性
5480,往復,來回、往返。,23597,來回
5482,忽然,突然。一種動作或事物出乎意外的迅速出現。,18646,突然間
5483,彼搭,彼處、那裡。離說話者比較遠的地方。,18428,彼位
5490,性質,本質、特質。個人與生俱來的特性、氣質。,22312,個性
5490,性質,本質、特質。個人與生俱來的特性、氣質。,24489,性情
5491,延遲,延後、耽誤。,18830,耽誤
5491,延遲,延後、耽誤。,24052,延後
5491,延遲,延後、耽誤。,24487,延誤
5636,拄才,剛才、不久以前。,18443,拄仔
5637,放工,下班、下工。,23193,下班
5708,拍拚,努力。,1877,用功
5711,拍抐涼,閒扯、講風涼話。沒有內容的隨興閒談。,19154,無話講茭荖
5762,放送,廣播。廣泛的傳播。源自日語「放送（ほうそう）」。,22989,廣播
5763,放送,廣播。一種利用音波和電波傳達訊息的大眾傳播媒介，或特指廣播節目。源自日語「放送（ほうそう）」。,22989,廣播
5765,拉圇仔燒,溫溫的。微溫而不熱。,18464,拉圇燒
5783,拍殕仔光,黎明。,17947,天欲光
5783,拍殕仔光,黎明。,26673,黎明
5793,拄著,碰到、遭遇。語氣完結時唸作tú--tio̍h。,11505,遭遇
5811,拍滂泅,指小孩子戲水或是游泳時打水花。,23245,游泳
5820,拍種,交配、交尾。動植物雌雄兩性交合或行人工受精。,19742,配種
5842,拖磨,辛苦操勞。,25588,折磨
5873,拗彎,把東西從直的折成彎的。,18477,拗彎曲
5952,東倒西歪,形容亂七八糟的樣子。,25818,亂七八糟
5957,服務,為社會、別人做事。,4216,服侍
5958,服務,任職。,5678,食頭路
5958,服務,任職。,18901,做代誌
5960,服從,順從、遵從。聽從命令、吩咐。,19556,遵循
5965,林菝仔,番石榴、芭樂。瓜果類。葉對生，花白色，可以食用，富含維生素C。,18481,林菝
6039,沿海,靠近海邊的地區。,23482,海邊
6040,治病,醫治、醫療。治療疾病，使恢復健康。,22644,醫療
6049,油滓,油渣。沉積在油的底部的渣滓。,18485,油渣
6106,狗母魚,魚名。狗母魚科。活動於沿岸沙泥海域，有時會進入河口，因肉質較差，刺又多，常用來做成魚鬆等加工品。,17850,大頭狗母
6184,空厝間,空房間。,19866,空間
6198,空腹,空著肚子，沒有進食。,19238,飯前
6198,空腹,空著肚子，沒有進食。,19727,空心
6211,空縫,空隙、孔穴。,26206,空隙
6212,空縫,指把柄、漏洞或錯誤。,26206,空隙
6221,股,計算繩線的單位。,2431,扣
6273,花花仔,還可以，還過得去。,18582,度會過
6294,花菜,花椰菜。葉菜類。莖硬而肥大，葉寬大，基部鈍形，邊緣呈波狀。花部成肉質塊狀，可供食用。,18499,花仔菜
6410,長尾星,彗星。環繞太陽運行的小質量天體。主要分為彗核、彗髮和彗尾三部分。其外貌和亮度均隨著與太陽距離的遠近而發生變化。軌道是以太陽為中心的圓錐曲線。以拋物線居多，橢圓次之，雙曲線最少。解體後轉化為小行星或流星群。,18805,疶屎星
6490,金棗,金橘、金柑。瓜果類。因果實色金黃、形圓而長似棗而稱之。皮甜肉酸，常加工做蜜餞、果醬或茶飲，亦可連皮直接食用。宜蘭為主要產地，常加工做成各種食品，如「金棗糕」。,18527,金柑
6490,金棗,金橘、金柑。瓜果類。因果實色金黃、形圓而長似棗而稱之。皮甜肉酸，常加工做蜜餞、果醬或茶飲，亦可連皮直接食用。宜蘭為主要產地，常加工做成各種食品，如「金棗糕」。,18528,金柑仔
6505,金滑,光亮滑潤。,25040,光滑
6517,虯儉,節儉、節約、儉省。,19443,儉用
6517,虯儉,節儉、節約、儉省。,19446,儉省
6521,長輩,輩分高、年紀長的人。,19063,頂沿
6581,便當篋仔,盛飯裝菜的盒子。「便當」源自日語「弁当（べんとう）」。,18544,便當盒仔
6582,便藥仔,成藥。藥料加工調製完成的藥物。明示劑量、效能、用法，經藥劑師建議後，即可供治療疾病用。,19463,熟藥
6613,前日,前幾天。,18560,前幾工
6614,南爿,南邊。南方。,23473,南方
6615,前世,上輩子。,19056,頂世
6616,保正,相當於現今的村、里長。在日治時代，十戶為一甲，十甲為一保，保正為一保的民政事務管理人。,25604,里長
6616,保正,相當於現今的村、里長。在日治時代，十戶為一甲，十甲為一保，保正為一保的民政事務管理人。,26158,村長
