詞目id,詞目類型,漢字,羅馬字,分類,羅馬字音檔檔名
1491,主詞目,叫門,kiò-mn̂g,肢體動作,1491(1)
1492,主詞目,半信半疑,puàn-sìn-puàn-gî,心理狀態,1492(1)
1493,主詞目,叫客,kiò-kheh,相關用語,1493(1)
1494,主詞目,只是,tsí-sī,副詞,1494(1)
1495,主詞目,叫是,kiò-sī,心理活動,1495(1)
1496,主詞目,四界,sì-kè/sì-kuè,空間方位,1496(1)
1497,主詞目,四界趖,sì-kè-sô/sì-kuè-sô,生活狀況,1497(1)
1498,主詞目,外科,guā-kho,醫療保健,1498(1)
1499,主詞目,叫苦,kiò-khóo,反應、表情,1499(1)
1500,主詞目,只要,tsí-iàu,副詞,1500(1)
1501,主詞目,外衫,guā-sann,衣帽鞋襪,1501(1)
1502,主詞目,叩首,khiò-siú,肢體動作,1502(1)
1503,主詞目,四面,sì-bīn,空間方位,1503(1)
1504,主詞目,外面,guā-bīn,空間方位,1504(1)
1505,主詞目,出風頭,tshut-hong-thâu,"個性風格,待人處事",1505(1)
1506,主詞目,加倍,ka-puē,一般動詞-靜態動詞,1506(1)
1507,主詞目,外套,guā-thò,衣帽鞋襪,1507(1)
1508,主詞目,出家,tshut-ke,相關器具、活動,1508(1)
1509,主詞目,出差,tshut-tshai,相關用語,1509(1)
1510,主詞目,出師,tshut-sai,相關用語,1510(1)
1511,主詞目,出席,tshut-si̍k,一般動詞-行為動詞,1511(1)
1512,主詞目,外孫,guā-sun,"宗族、家庭,稱謂輩分",1512(1)
1513,主詞目,外家,guā-ke,"宗族、家庭,性別、婚姻",1513(1)
1514,主詞目,功效,kong-hāu,事、物泛稱,1514(1)
1515,主詞目,古書,kóo-tsu,"教育、學術,文學、藝術,休閒、娛樂",1515(1)
1516,主詞目,出氣,tshut-khuì,心理活動,1516(1)
1517,主詞目,四海,sù-hái,空間方位,1517(1)
1518,主詞目,出珠,tshut-tsu,傷疾病痛,1518(1)
1519,主詞目,四破,sì-phuà,"魚蝦海獸,食物、飲料、煙酒",1519(1)
1520,主詞目,出租,tshut-tsoo,房屋租賃、搬遷,1520(1)
1521,主詞目,四神湯,sù-sîn-thng,食物、飲料、煙酒,1521(1)
1522,主詞目,可能,khó-lîng,副詞,1522(1)
1523,主詞目,出酒,tshut-tsiú,飲食行為,1523(1)
1524,主詞目,出馬,tshut-má,一般動詞-行為動詞,1524(1)
1525,主詞目,四配,sù-phuè/sù-phè,性別、婚姻,1525(1)
1526,主詞目,叫做,kiò-tsò/kiò-tsuè,一般動詞-靜態動詞,1526(1)
1527,主詞目,外國,guā-kok,國家、社會、民眾,1527(1)
1528,主詞目,出張,tshut-tiunn,相關用語,1528(1)
1529,主詞目,加強,ka-kiông,一般動詞-靜態動詞,1529(1)
1530,主詞目,四常,sù-siông,時間節令,1530(1)
1531,主詞目,可惜,khó-sioh,心理狀態,1531(1)
1532,主詞目,半晡,puànn-poo,時間節令,1532(1)
1533,主詞目,半桶屎,puànn-tháng-sái,才智能力,1533(1)
1534,主詞目,半桶師仔,puànn-tháng-sai-á,"泛稱,相關用語",1534(1)
1535,主詞目,加添,ka-thiam,一般動詞-靜態動詞,1535(1)
1536,主詞目,四淋垂,sì-lâm-suî,反應、表情,1536(1)
1537,主詞目,出現,tshut-hiān,一般動詞-靜態動詞,1537(1)
1538,主詞目,出產,tshut-sán,"一般動詞-靜態動詞,事、物泛稱",1538(1)
1539,主詞目,外痔,guā-tī,傷疾病痛,1539(1)
1540,主詞目,出脫,tshut-thuat,才智能力,1540(1)
1541,主詞目,四通八達,sù-thong-pat-ta̍t,道路、橋梁,1541(1)
1542,主詞目,北部,pak-pōo,"地理,空間方位",1542(1)
1543,主詞目,半陰陽仔,puànn-iam-iûnn-á,泛稱,1543(1)
1544,主詞目,出喙,tshut-tshuì,反應、表情,1544(1)
1545,主詞目,功勞,kong-lô,事、物泛稱,1545(1)
1546,主詞目,卯喙,mauh-tshuì,體態樣貌,1546(1)
1547,主詞目,出場,tshut-tiûnn,"戲劇、音樂,體育、運動",1547(1)
1548,主詞目,包圍,pau-uî,一般動詞-行為動詞,1548(1)
1549,主詞目,外場,guā-tiûnn,休閒、娛樂,1549(1)
1550,主詞目,可惡,khó-ònn,個性風格,1550(1)
1551,主詞目,可惱,khó-náu,心理狀態,1551(1)
1552,主詞目,四散,sì-suànn,"反應、表情,一般動詞-活動動詞",1552(1)
1553,主詞目,加減,ke-kiám,副詞,1553(1)
1554,主詞目,出港,tshut-káng,交通、運輸,1554(1)
1555,主詞目,外甥,guē-sing,"宗族、家庭,稱謂輩分",1555(1)
1556,主詞目,冬菜,tang-tshài,食物、飲料、煙酒,1556(1)
1557,主詞目,叫菜,kiò-tshài,飲食行為,1557(1)
1558,主詞目,包袱巾,pau-ho̍k-kin/pau-ho̍k-kun,生活用品,1558(1)
1559,主詞目,包袱仔,pau-ho̍k-á,生活用品,1559(1)
1560,主詞目,包飯,pau-pn̄g,飲食行為,1560(1)
1561,主詞目,召集,tiàu-tsi̍p,一般動詞-行為動詞,1561(1)
1562,主詞目,出勤,tshut-khîn/tshut-khûn,相關用語,1562(1)
1563,主詞目,去傷解鬱,khì-siong-kái-ut,醫療保健,1563(1)
1564,主詞目,出嫁,tshut-kè,"性別、婚姻,婚喪喜慶",1564(1)
1565,主詞目,外媽,guā-má,"宗族、家庭,稱謂輩分",1565(1)
1566,主詞目,古意,kóo-ì,個性風格,1566(1)
1567,主詞目,可愛,khó-ài,"個性風格,體態樣貌,形貌、體積",1567(1)
1568,主詞目,古意人,kóo-ì-lâng,個性風格,1568(1)
1569,主詞目,出業,tshut-gia̍p,教育、學術,1569(1)
1570,主詞目,北極,pak-ki̍k,地理,1570(1)
1571,主詞目,半節,puànn-tsat,性質、程度,1571(1)
1572,主詞目,冬節圓,tang-tseh-înn/tang-tsueh-înn,"食物、飲料、煙酒,相關器具、活動",1572(1)
1573,主詞目,凹落去,nah--lo̍h-khì,形貌、體積,1573(1)
1574,主詞目,古董,kóo-tóng,文學、藝術,1574(1)
1575,主詞目,包裝,pau-tsong,一般動詞-行為動詞,1575(1)
1576,主詞目,加話,ke-uē,"交際應酬,語言、文字、符號",1576(1)
1577,主詞目,四跤仔,sì-kha-á,爬蟲、兩棲類,1577(1)
1578,主詞目,四跤仔泅,sì-kha-á-siû,體育、運動,1578(1)
1579,主詞目,四跤杜定,sì-kha-tōo-tīng,爬蟲、兩棲類,1579(1)
1580,主詞目,出路,tshut-lōo,"相關用語,建築物、結構",1580(1)
1581,主詞目,出運,tshut-ūn,生活狀況,1581(1)
1582,主詞目,半路,puànn-lōo,"道路、橋梁,境況、狀態-擬事",1582(1)
1583,主詞目,外路仔,guā-lōo-á,錢財資產,1583(1)
1584,主詞目,半路師,puànn-lōo-sai,才智能力,1584(1)
1585,主詞目,包飼的,pau-tshī--ê,"泛稱,性別、婚姻",1585(1)
1586,主詞目,半暝,puànn-mê/puànn-mî,時間節令,1586(1)
1587,主詞目,可疑,khó-gî,境況、狀態-擬人,1587(1)
1588,主詞目,北管,pak-kuán,戲劇、音樂,1588(1)
1589,主詞目,半精白,puànn-tsiann-pe̍h,食物、飲料、煙酒,1589(1)
1590,主詞目,包種茶,pau-tsióng-tê,食物、飲料、煙酒,1590(1)
1591,主詞目,四箍圍仔,sì-khoo-uî-á,空間方位,1591(1)
1592,主詞目,四箍輾轉,sì-khoo-liàn-tńg,空間方位,1592(1)
1593,主詞目,加網魚,ka-bāng-hî/ka-bāng-hû,"魚蝦海獸,食物、飲料、煙酒",1593(1)
1594,主詞目,包裹,pau-kó,"郵電、網路,事、物泛稱",1594(1)
1595,主詞目,包領,pau-niá,一般動詞-靜態動詞,1595(1)
1596,主詞目,凹鼻,nah-phīnn,體態樣貌,1596(1)
1597,主詞目,出價,tshut-kè,財務單位、活動,1597(1)
1598,主詞目,半價,puànn-kè,"商業,財務單位、活動",1598(1)
1599,主詞目,司儀,su-gî,服務業及其他,1599(1)
1600,主詞目,功德,kong-tik,"道德評價,相關器具、活動",1600(1)
1601,主詞目,可憐,khó-liân,"地位、身世、背景,體態樣貌,生活狀況",1601(1)
1602,主詞目,可憐代,khó-liân-tāi,事、物泛稱,1602(1)
1603,主詞目,半樓仔,puànn-lâu-á,建築物、結構,1603(1)
1604,主詞目,功課,kong-khò,"教育、學術,相關器具、活動",1604(1)
1605,主詞目,出賣,tshut-bē/tshut-buē,待人處事,1605(1)
1606,主詞目,可靠,khó-khò,個性風格,1606(1)
1607,主詞目,加擔,ka-tann,農林業,1607(1)
1608,主詞目,司機,su-ki,"服務業及其他,交通、運輸",1608(1)
1609,主詞目,半燒冷,puànn-sio-líng,境況、狀態-擬物,1609(1)
1610,主詞目,包辦,pau-pān,一般動詞-行為動詞,1610(1)
1611,主詞目,古錐,kóo-tsui,"體態樣貌,形貌、體積",1611(1)
1612,主詞目,出頭,tshut-thâu,"生活狀況,一般動詞-行為動詞",1612(1)
1613,主詞目,包餡,pau-ānn,飲食行為,1613(1)
1614,主詞目,叩頭,khàu-thâu,肢體動作,1614(1)
1615,主詞目,外頭,guā-thâu,空間方位,1615(1)
1616,主詞目,出頭天,tshut-thâu-thinn,相關用語,1616(1)
1617,主詞目,出聲,tshut-siann,反應、表情,1617(1)
1618,主詞目,出膿,tshut-lâng,傷疾病痛,1618(1)
1619,主詞目,加薦仔,ka-tsì-á/ka-tsù-á,生活用品,1619(1)
1620,主詞目,叩謝,khàu-siā,一般動詞-靜態動詞,1620(1)
1621,主詞目,加講話,ke-kóng-uē,待人處事,1621(1)
1622,主詞目,出癖,tshut-phia̍h,傷疾病痛,1622(1)
1623,主詞目,包穡頭,pau-sit-thâu,科技、工業,1623(1)
1624,主詞目,古蹟,kóo-tsik,建築物、結構,1624(1)
1625,主詞目,加轆仔,ka-lak-á,生產工具,1625(1)
1626,主詞目,包穩,pau-ún,"一般動詞-靜態動詞,副詞",1626(1)
1627,主詞目,四邊,sì-pinn,空間方位,1627(1)
1628,主詞目,召鏡,tiàu-kiànn,"天文,科技、工業,生活用品",1628(1)
1629,主詞目,加鵻,ka-tsui,禽類,1629(1)
1630,主詞目,包贏,pau-iânn,一般動詞-靜態動詞,1630(1)
1631,主詞目,句讀,kù-tāu,語言、文字、符號,1631(1)
1632,主詞目,外觀,guā-kuan,形貌、體積,1632(1)
1633,主詞目,包贌,pau-pa̍k,相關用語,1633(1)
1634,主詞目,夯【替】,giâ,"肢體動作,傷疾病痛,一般動詞-靜態動詞",1634(1)
1635,主詞目,失,sit,一般動詞-靜態動詞,1635(1)
1636,主詞目,奴,lôo,"泛稱,地位、身世、背景",1636(1)
1637,主詞目,奶【替】,ling/ni,"動物形體、行為,生理構造,食物、飲料、煙酒",1637(1)
1638,主詞目,奶【替】,nai,個性風格,1638(1)
1639,主詞目,巧,【白】khá,性質、程度,1639(1)
1640,主詞目,巧,【白】khiáu,"才智能力,個性風格,體態樣貌",1640(1)
1641,主詞目,市,tshī,商業,1641(1)
1642,主詞目,布,pòo,"生活用品,衣帽鞋襪,縫紉洗熨",1642(1)
1643,主詞目,平,【白】pênn/pînn,"境況、狀態-擬事,語言、文字、符號",1643(1)
1644,主詞目,平,【白】piânn,形貌、體積,1644(1)
1645,主詞目,平,【文】pîng,心理狀態,1645(1)
1646,主詞目,幼,iù,"體態樣貌,生養老死,境況、狀態-擬物",1646(1)
1647,主詞目,戊,bōo,時間節令,1647(1)
1648,主詞目,扒【替】,pe,飲食行為,1648(1)
1649,主詞目,扒,pê,"肢體動作,交通、運輸",1649(1)
1650,主詞目,打,tánn,"一般動詞-行為動詞,數詞、量詞",1650(1)
1651,主詞目,旦,【白】tuànn,戲劇、音樂,1651(1)
1652,主詞目,未,【文】bī,"時間節令,副詞",1652(1)
1653,主詞目,未,【白】buē/bē,"助詞、嘆詞,副詞",1653(1)
1654,主詞目,本,【文】pún,"植物形體、狀態,數詞、量詞",1654(1)
1655,主詞目,正,【白】tsiànn,"空間方位,副詞",1655(1)
1656,主詞目,正,【文】tsìng,"道德評價,性質、程度",1656(1)
1657,主詞目,母,【文】bió,稱謂輩分,1657(1)
1658,主詞目,母,【白】bó,"宗族、家庭,稱謂輩分,性質、程度",1658(1)
1659,主詞目,母,【文】bú,"宗族、家庭,稱謂輩分,性質、程度",1659(1)
1660,主詞目,民,bîn,國家、社會、民眾,1660(1)
1661,主詞目,汁,tsiap,事、物泛稱,1661(1)
1662,主詞目,本人,pún-lâng,稱謂輩分,1662(1)
1663,主詞目,失人禮,sit-lâng-lé,,1663(1)
1664,主詞目,奴才,lôo-tsâi,"泛稱,地位、身世、背景",1664(1)
1665,主詞目,尻川,kha-tshng,生理構造,1665(1)
1666,主詞目,本土,pún-thóo,"泛稱,地位、身世、背景",1666(1)
1667,主詞目,尻川䫌,kha-tshng-phué,生理構造,1667(1)
1668,主詞目,未亡人,bī-bông-jîn/bī-bông-lîn,"相關用語,婚喪喜慶",1668(1)
1669,主詞目,尻川口,kha-tshng-kháu,生理構造,1669(1)
1670,主詞目,尻川斗,kha-tshng-táu,生理構造,1670(1)
1671,主詞目,尻川後,kha-tshng-āu,空間方位,1671(1)
1672,主詞目,尻川骨,kha-tshng-kut,生理構造,1672(1)
1673,主詞目,尻川溝,kha-tshng-kau,生理構造,1673(1)
1674,主詞目,市內,tshī-lāi,地理,1674(1)
1675,主詞目,平仄,piânn-tseh,語言、文字、符號,1675(1)
1676,主詞目,平分,pênn-pun/pînn-pun,一般動詞-行為動詞,1676(1)
1677,主詞目,失手,sit-tshiú,肢體動作,1677(1)
1678,主詞目,打扎,tánn-tsah,肢體動作,1678(1)
1679,主詞目,正手,tsiànn-tshiú,生理構造,1679(1)
1680,主詞目,正月,tsiann--gue̍h/tsiann--ge̍h,時間節令,1680(1)
1681,主詞目,民心,bîn-sim,國家、社會、民眾,1681(1)
1682,主詞目,正手爿,tsiànn-tshiú-pîng,空間方位,1682(1)
1683,主詞目,正月正時,tsiann-gue̍h-tsiann-sî/tsiann-ge̍h-tsiann-sî,"時間節令,生活狀況,相關器具、活動",1683(1)
1684,主詞目,正爿,tsiànn-pîng,空間方位,1684(1)
1685,主詞目,民主,bîn-tsú,"國家、社會、民眾,政治",1685(1)
1686,主詞目,母仔囝,bú-á-kiánn,"宗族、家庭,稱謂輩分",1686(1)
1687,主詞目,左右,tsó-iū,副詞,1687(1)
1688,主詞目,奶母,ling-bú/ni-bú,服務業及其他,1688(1)
1689,主詞目,市民,tshī-bîn,國家、社會、民眾,1689(1)
1690,主詞目,平平,pênn-pênn/pînn-pînn,性質、程度,1690(1)
1691,主詞目,末末,bua̍h-bua̍h,反應、表情,1691(1)
1692,主詞目,正本,tsiànn-pún,事、物泛稱,1692(1)
1693,主詞目,布市仔,pòo-tshī-á,"商業,建築物、結構",1693(1)
1694,主詞目,奶母車,ling-bú-tshia/ni-bú-tshia,生活用品,1694(1)
1695,主詞目,布目,pòo-ba̍k,衣帽鞋襪,1695(1)
1696,主詞目,本份,pún-hūn,"道德評價,待人處事",1696(1)
1697,主詞目,幼囝,iù-kiánn,"泛稱,生養老死",1697(1)
1698,主詞目,母囝椅,bú-kiánn-í,生活用品,1698(1)
1699,主詞目,平地,pênn-tē/pînn-tuē,"地理,自然現象",1699(1)
1700,主詞目,平安,pîng-an,生活狀況,1700(1)
1701,主詞目,本地,pún-tē/pún-tuē,地理,1701(1)
1702,主詞目,正式,tsìng-sik,性質、程度,1702(1)
1703,主詞目,失收,sit-siu,農林業,1703(1)
1704,主詞目,本成,pún-tsiânn,副詞,1704(1)
1705,主詞目,未免,bī-bián,副詞,1705(1)
1706,主詞目,平均,pîng-kin/pîng-kun,"境況、狀態-擬物,一般動詞-行為動詞",1706(1)
1707,主詞目,母妗,bú-kīm,"宗族、家庭,稱謂輩分",1707(1)
1708,主詞目,失志,sit-tsì,心理狀態,1708(1)
1709,主詞目,打扮,tánn-pān,理容、化妝,1709(1)
1710,主詞目,幼秀,iù-siù,"個性風格,體態樣貌,境況、狀態-擬物",1710(1)
1711,主詞目,失言,sit-giân,語言、文字、符號,1711(1)
1712,主詞目,布身,pòo-sin,衣帽鞋襪,1712(1)
1713,主詞目,本身,pún-sin,稱謂輩分,1713(1)
1714,主詞目,正身,tsiànn-sin,建築物、結構,1714(1)
1715,主詞目,母身,bó-sin,生養老死,1715(1)
1716,主詞目,失事,sit-sū,災禍,1716(1)
1717,主詞目,未來,bī-lâi,時間節令,1717(1)
1718,主詞目,本事,pún-sū,才智能力,1718(1)
1719,主詞目,本來,pún-lâi,副詞,1719(1)
1720,主詞目,民事,bîn-sū,法律,1720(1)
1721,主詞目,失味,sit-bī,飲食行為,1721(1)
1722,主詞目,本命錢,pún-miā-tsînn,相關器具、活動,1722(1)
1723,主詞目,尼姑,nî-koo/lî-koo,神職、神巫、信徒,1723(1)
1724,主詞目,尼姑庵,nî-koo-am/lî-koo-am,建築物、結構,1724(1)
1725,主詞目,本底,pún-té/pún-tué,副詞,1725(1)
1726,主詞目,奶帕仔,ling-phè-á/ni-phè-á,"生活用品,衣帽鞋襪",1726(1)
1727,主詞目,本性,pún-sìng,個性風格,1727(1)
1728,主詞目,失明,sit-bîng,傷疾病痛,1728(1)
1729,主詞目,母的,bó--ê,"動物形體、行為,植物形體、狀態",1729(1)
1730,主詞目,市長,tshī-tiúnn,"軍公教業,政治",1730(1)
1731,主詞目,正門,tsiànn-mn̂g,建築物、結構,1731(1)
1732,主詞目,母金,bó-kim,錢財資產,1732(1)
1733,主詞目,失信,sit-sìn,待人處事,1733(1)
1734,主詞目,民俗,bîn-sio̍k,"國家、社會、民眾,生活狀況,相關器具、活動",1734(1)
1735,主詞目,夯枷,giâ-kê,生活狀況,1735(1)
1736,主詞目,正派,tsìng-phài,"道德評價,境況、狀態-擬物",1736(1)
1737,主詞目,失約,sit-iok,待人處事,1737(1)
1738,主詞目,失重,sit-tāng,一般動詞-靜態動詞,1738(1)
1739,主詞目,必要,pit-iàu,境況、狀態-擬事,1739(1)
1740,主詞目,正面,tsiànn-bīn,"生理構造,待人處事,性質、程度",1740(1)
1741,主詞目,正音,tsiànn-im,戲劇、音樂,1741(1)
1742,主詞目,平埔,pênn-poo/pînn-poo,"地理,自然現象",1742(1)
1743,主詞目,平埔番,Pênn-poo-huan/Pînn-poo-huan,人種、民族,1743(1)
1744,主詞目,市容,tshī-iông,居住環境,1744(1)
1745,主詞目,布料,pòo-liāu,"生活用品,衣帽鞋襪,縫紉洗熨",1745(1)
1746,主詞目,母校,bú-hāu,教育、學術,1746(1)
1747,主詞目,失眠,sit-bîn,生活狀況,1747(1)
1748,主詞目,失神,sit-sîn,心理狀態,1748(1)
1749,主詞目,尻脊,kha-tsiah,生理構造,1749(1)
1750,主詞目,市草,tshī-tsháu,商業,1750(1)
1751,主詞目,尻脊後,kha-tsiah-āu,境況、狀態-擬人,1751(1)
1752,主詞目,尻脊骿,kha-tsiah-phiann,生理構造,1752(1)
1753,主詞目,幼骨,iù-kut,"動物形體、行為,體態樣貌",1753(1)
1754,主詞目,打馬膠,tá-má-ka,資源礦物,1754(1)
1755,主詞目,打馬膠路,tá-má-ka-lōo,道路、橋梁,1755(1)
1756,主詞目,失常,sit-siông,"反應、表情,心理狀態",1756(1)
1757,主詞目,平常,pîng-siông,時間節令,1757(1)
1758,主詞目,平常時,pîng-siông-sî,時間節令,1758(1)
1759,主詞目,失敗,sit-pāi,一般動詞-靜態動詞,1759(1)
1760,主詞目,打探,tánn-thàm,一般動詞-行為動詞,1760(1)
1761,主詞目,失望,sit-bōng,心理狀態,1761(1)
1762,主詞目,打桶,tánn-tháng,"生養老死,婚喪喜慶",1762(1)
1763,主詞目,民族,bîn-tso̍k,人種、民族,1763(1)
1764,主詞目,民眾,bîn-tsiòng,國家、社會、民眾,1764(1)
1765,主詞目,正統,tsìng-thóng,"教育、學術,相關器具、活動,政治",1765(1)
1766,主詞目,布袋,pòo-tē,"空間方位,生活用品",1766(1)
1767,主詞目,布袋戲,pòo-tē-hì,"戲劇、音樂,休閒、娛樂",1767(1)
1768,主詞目,幼貨,iù-huè/iù-hè,事、物泛稱,1768(1)
1769,主詞目,正途,tsìng-tôo,事、物泛稱,1769(1)
1770,主詞目,失陪,sit-puê,交際應酬,1770(1)
1771,主詞目,奶喙仔,ling-tshuì-á/ni-tshuì-á,飲食物具,1771(1)
1772,主詞目,市場,tshī-tiûnn,"商業,居住環境",1772(1)
1773,主詞目,布景,pòo-kíng,戲劇、音樂,1773(1)
1774,主詞目,打揲,tánn-tia̍p,一般動詞-行為動詞,1774(1)
1775,主詞目,未曾,buē-tsîng/bē-tsîng,副詞,1775(1)
1776,主詞目,未曾未,buē-tsîng-buē/bē-tsîng-bē,副詞,1776(1)
1777,主詞目,正港,tsiànn-káng,性質、程度,1777(1)
1778,主詞目,必然,pit-jiân/pit-liân,境況、狀態-擬事,1778(1)
1779,主詞目,平等,pîng-tíng,性質、程度,1779(1)
1780,主詞目,本等,pún-tíng,才智能力,1780(1)
1781,主詞目,正著時,tsiànn-tio̍h-sî,時間節令,1781(1)
1782,主詞目,民間,bîn-kan,國家、社會、民眾,1782(1)
1783,主詞目,平順,pîng-sūn,"生活狀況,境況、狀態-擬事",1783(1)
1784,主詞目,扒飯,pe-pn̄g,飲食行為,1784(1)
1785,主詞目,本意,pún-ì,心理狀態,1785(1)
1786,主詞目,民意,bîn-ì,國家、社會、民眾,1786(1)
1787,主詞目,失敬,sit-kìng,交際應酬,1787(1)
1788,主詞目,失業,sit-gia̍p,相關用語,1788(1)
1789,主詞目,正當,tsìng-tong,"個性風格,道德評價",1789(1)
1790,主詞目,正當時,tsiànn-tong-sî,時間節令,1790(1)
1791,主詞目,幼稚園,iù-tī-hn̂g,"建築物、結構,教育、學術",1791(1)
1792,主詞目,佈置,pòo-tì,"居住環境,一般動詞-行為動詞",1792(1)
1793,主詞目,正經,tsìng-king,個性風格,1793(1)
1794,主詞目,正義,tsìng-gī,"個性風格,道德評價",1794(1)
1795,主詞目,母舅,bú-kū,"宗族、家庭,稱謂輩分",1795(1)
1796,主詞目,母舅公,bú-kū-kong,"宗族、家庭,稱謂輩分",1796(1)
1797,主詞目,幼路,iù-lōo,境況、狀態-擬物,1797(1)
1798,主詞目,正路,tsiànn-lōo,生活狀況,1798(1)
1799,主詞目,失電,sit-tiān,生活狀況,1799(1)
1800,主詞目,正頓,tsiànn-tǹg,食物、飲料、煙酒,1800(1)
1801,主詞目,失算,sit-sǹg,一般動詞-行為動詞,1801(1)
1802,主詞目,失誤,sit-gōo,事、物泛稱,1802(1)
1803,主詞目,永遠,íng-uán,"性質、程度,副詞",1803(1)
1804,主詞目,本領,pún-líng,才智能力,1804(1)
1805,主詞目,市價,tshī-kè,"商業,財務單位、活動",1805(1)
1806,主詞目,失德,sit-tik,道德評價,1806(1)
1807,主詞目,布鞋,pòo-ê/pòo-uê,衣帽鞋襪,1807(1)
1808,主詞目,幼齒,iù-khí,"生理構造,組織團體,服務業及其他,才智能力",1808(1)
