義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
7643,苦毒,虐待。以苛刻殘暴的態度對待他人。,8875,疼惜,疼惜。疼愛、憐惜。
7643,苦毒,虐待。以苛刻殘暴的態度對待他人。,8879,疼痛,疼愛、關切憐惜。
7733,重敧爿,指不平衡、輕重不一或不公平。,21942,四伨,平衡、平均。
7738,重視,注重。特別注意。,7447,看人無,瞧不起人。
7738,重視,注重。特別注意。,7476,看袂起,瞧不起。
7738,重視,注重。特別注意。,7487,看無起,瞧不起、看扁。
7738,重視,注重。特別注意。,7491,看輕,輕視。
7738,重視,注重。特別注意。,14911,輕視,歧視、看不起。用不公平的眼光、角度看待別人。
7738,重視,注重。特別注意。,19133,看袂上目,看不上眼、輕視。
7760,重頭輕,一邊重，一邊輕，指兩頭的重量不平均。,21942,四伨,平衡、平均。
7811,食奶,吃奶。指初生嬰兒的飲食行為。,17013,斷奶,嬰孩或幼小的哺乳類停止吸食母乳，改吃別種食物。
7830,食命,靠命運好而坐享清福。,22004,業命,勞碌命。
7849,食苦,吃苦。,4961,享受,享有受用。
7872,面頂,上面。,511,下底,下面、底下。與「頂面」(tíng-bīn)相對。
7872,面頂,上面。,648,下跤,下面、底下。
7882,食菜,吃素、茹素。有人因宗教或健康等因素而不攝取肉類蛋白，稱作吃素。,7929,食臊,茹葷。進食肉類和蔥、蒜、韭等具有辛辣氣味的蔬菜食物。
7907,面憂面結,愁眉苦臉。形容憂傷、愁苦的神色。,17925,歡頭喜面,歡天喜地。臉上洋溢著非常高興的表情。
7922,面頭前,眼前、面前。,2327,尻川後,背後、後面。
7922,面頭前,眼前、面前。,6934,後面,人體或物體背面、靠後的部分。
7929,食臊,茹葷。進食肉類和蔥、蒜、韭等具有辛辣氣味的蔬菜食物。,7882,食菜,吃素、茹素。有人因宗教或健康等因素而不攝取肉類蛋白，稱作吃素。
7929,食臊,茹葷。進食肉類和蔥、蒜、韭等具有辛辣氣味的蔬菜食物。,9084,素食,吃素。不食用葷腥的食物。
7968,倒,左邊。,2300,正,右邊。
7980,值,比得過、比得上。,1400,毋值,不如、比不上。
7987,准,允許、許可。,1401,毋准,不允許、不答應。
8002,冤仇人,仇人、冤家。,19463,恩情人,恩人、對自己有恩的人。
8004,倒手,左手。,2336,正手,右手。
8006,倒手爿,左邊、左側。,2339,正手爿,右邊。
8006,倒手爿,左邊、左側。,2341,正爿,右邊。方位名。與「左邊」相對。
8007,倒爿,左邊、左側。,2339,正手爿,右邊。
8007,倒爿,左邊、左側。,2341,正爿,右邊。方位名。與「左邊」相對。
8026,倒面,左面、左邊。,2341,正爿,右邊。方位名。與「左邊」相對。
8027,倒面,背面、反面。,2403,正面,身體五官的那一面、物體的外表或上層。
8033,倒退,倒退。往後退。,3056,向前,往前、向著前方。
8033,倒退,倒退。往後退。,12532,進前,向前、前進。
8036,值得,所付出的代價和所得到的回報相當。,1399,毋值,不值得。
8044,倒貼,虧本、賠本。,22588,省本,節省成本。
8064,借錢,借用金錢款項。,9403,討數,討債。索還欠款。
8064,借錢,借用金錢款項。,16914,還數,還債。償還所積欠的債款。
8064,借錢,借用金錢款項。,16916,還錢,償還所欠下的金錢。
8071,凍霜,形容一個人吝嗇、小氣，過分節省。,380,大方,慷慨不小氣。
8074,倒覆,俯臥、趴下。臉朝下的臥倒。,18467,坦笑,面朝上。
8112,厝主,房東。出租房屋的人。,8147,厝跤,房客。租房屋住的人。
8113,原本,本來、原先。,4249,尾仔,最後、後來。
8113,原本,本來、原先。,18662,路尾,後來、最後。
8147,厝跤,房客。租房屋住的人。,8112,厝主,房東。出租房屋的人。
8147,厝跤,房客。租房屋住的人。,8154,厝頭家,房東。出租房屋的人。
8154,厝頭家,房東。出租房屋的人。,8147,厝跤,房客。租房屋住的人。
8159,匪類,指人任意蹧蹋物資，不加節制。,6517,虯儉,節儉、節約、儉省。
8159,匪類,指人任意蹧蹋物資，不加節制。,15014,儉儉仔用,節用、節儉、節省。
8167,夏,一年中的第二季。,1886,冬,一年中的第四季。
8171,套,將遮蓋物覆蓋在實際物品的外面。,11637,敨,打開、解開。
8201,害,故意使別人遭受不幸。,10181,救,幫助人或動物等脫離困境、險境或是解除生命危機。
8237,師,指具有專門技術，而能傳承技藝、教導學生的人。,8258,師仔,指徒弟或小學徒。
8253,師父,對老師的尊稱。,8334,徒弟,門生、學徒。指跟從師傅學習的人。
8257,屘仔,老么。稱謂。家中排行最小的孩子。,437,大囝,長子、大兒子。稱謂。對長子的稱呼。
8257,屘仔,老么。稱謂。家中排行最小的孩子。,18794,大漢囝,長子、長男。
8258,師仔,指徒弟或小學徒。,8237,師,指具有專門技術，而能傳承技藝、教導學生的人。
8258,師仔,指徒弟或小學徒。,8284,師傅,稱懷有專門技藝的人。
8258,師仔,指徒弟或小學徒。,18511,先的,對於在其專業領域為德高望重者的敬稱。
8264,屘囝,家中排行最小的孩子。,437,大囝,長子、大兒子。稱謂。對長子的稱呼。
8264,屘囝,家中排行最小的孩子。,18794,大漢囝,長子、長男。
8275,家後,妻子、太太。,1073,夫,婚後女子對男子的稱謂。
8275,家後,妻子、太太。,7152,查埔人,丈夫、老公。
8275,家後,妻子、太太。,9094,翁婿,丈夫。稱謂。妻子對他人稱自己的丈夫。
8283,崁頂,山崖上。,8289,崁跤,懸崖下。
8284,師傅,稱懷有專門技藝的人。,122,二手,副手、助手、助理。技術工作中的助手、協助處理事務的人。
8284,師傅,稱懷有專門技藝的人。,8258,師仔,指徒弟或小學徒。
8284,師傅,稱懷有專門技藝的人。,8334,徒弟,門生、學徒。指跟從師傅學習的人。
8289,崁跤,懸崖下。,8283,崁頂,山崖上。
8307,弱,體力或能力差。與強相對。,9964,強,健壯、厲害。
8334,徒弟,門生、學徒。指跟從師傅學習的人。,8253,師父,對老師的尊稱。
8334,徒弟,門生、學徒。指跟從師傅學習的人。,8284,師傅,稱懷有專門技藝的人。
8386,捒,推。,13014,搝,拉扯。
8420,時行,流行、時髦。,13607,落伍,原意是指行動緩慢，跟不上隊伍。後來常用來比喻事物、行為、思想等跟不上時代潮流。
8420,時行,流行、時髦。,14016,過時,退流行，不合時宜。
8420,時行,流行、時髦。,19266,退時,過氣、不再流行、不再受歡迎。
8420,時行,流行、時髦。,22724,古早味,指令人懷念具傳統風味的事物。
8489,晏,晚、遲。,3380,早,不晚、不遲。
8578,桌頂,桌上。,8583,桌跤,桌子底下。
8583,桌跤,桌子底下。,8578,桌頂,桌上。
8592,柴頭,呆板。形容一個人木訥、不解風情。,7297,活潑,生動而不呆板。
8592,柴頭,呆板。形容一個人木訥、不解風情。,9656,健丟,伶俐、靈活。形容小孩子天真活潑、動作俐落。
8618,浮,漂在水面上或半空中。,4554,沉,往下落入水中。
8674,浪費,沒有節制、無益的耗費。,6517,虯儉,節儉、節約、儉省。
8674,浪費,沒有節制、無益的耗費。,11781,減省,儉省、節省。
8674,浪費,沒有節制、無益的耗費。,13485,節省,節約。
8674,浪費,沒有節制、無益的耗費。,13512,節儉,節省儉用。
8674,浪費,沒有節制、無益的耗費。,15014,儉儉仔用,節用、節儉、節省。
8682,海漲,漲潮。在潮汐中，海面水位上升，或該時段的通稱。主要因太陽、月亮的引力作用而形成。,22978,水洘,退潮。
8686,海線,沿著海岸的交通路線。,697,山線,穿越山區的交通路線。
8705,烏,顏色名。指黑色。,2561,白,顏色名。像雪或乳汁般素淨的顏色。
8713,狹,細小，不寬鬆。,16920,闊,寬大、寬鬆、寬廣。
8731,消失,指事物逐漸減少以至完全沒有。,3219,存在,持續占據時間或空間，沒有滅亡的現象。
8753,烏狗,形容時髦新潮的男子。通常稱為「烏狗兄」(oo-káu-hiann)。,8823,烏貓姊仔,稱打扮時髦的女人。另指時髦的男人為「烏狗兄」(oo-káu-hiann)。
8755,烏狗兄,穿著時髦的男人。另指稱時髦的女人為「烏貓」(oo-niau)、「烏貓姊仔」(oo-niau-tsí--á)。,8822,烏貓,形容時髦的女子。
8755,烏狗兄,穿著時髦的男人。另指稱時髦的女人為「烏貓」(oo-niau)、「烏貓姊仔」(oo-niau-tsí--á)。,8823,烏貓姊仔,稱打扮時髦的女人。另指時髦的男人為「烏狗兄」(oo-káu-hiann)。
8767,特殊,特別。不同於一般，不平常的事物。,2425,平常,形容一點也沒有值得奇怪或驚訝的地方。
8790,烏暗,黑暗、不明亮。,2858,光明,比喻希望。
8805,烏趖趖,烏黑。形容很黑。,22074,光映映,形容非常光亮的樣子。
8805,烏趖趖,烏黑。形容很黑。,22075,光炎炎,形容光亮耀眼、輝煌奪目的樣子。
8805,烏趖趖,烏黑。形容很黑。,23125,光焱焱,明晃晃、光亮。
8822,烏貓,形容時髦的女子。,8755,烏狗兄,穿著時髦的男人。另指稱時髦的女人為「烏貓」(oo-niau)、「烏貓姊仔」(oo-niau-tsí--á)。
8823,烏貓姊仔,稱打扮時髦的女人。另指時髦的男人為「烏狗兄」(oo-káu-hiann)。,8753,烏狗,形容時髦新潮的男子。通常稱為「烏狗兄」(oo-káu-hiann)。
8823,烏貓姊仔,稱打扮時髦的女人。另指時髦的男人為「烏狗兄」(oo-káu-hiann)。,8755,烏狗兄,穿著時髦的男人。另指稱時髦的女人為「烏貓」(oo-niau)、「烏貓姊仔」(oo-niau-tsí--á)。
8856,病,形容人又笨又傻，不聰明。,2256,巧,聰明的樣子。
8869,疼某菜,牛蒡。草本植物。根及嫩葉可食，種子、根還可用做藥物，能降火解毒。因有滋陰補陽的功效，丈夫可多買給妻子吃，為妻子補身，且自己食用，也有助於房事，所以稱為「疼某菜」。,5729,拍某菜,茼蒿。植物名。菊科茼蒿屬，一年生草本。高至70公分，葉互生，邊緣有不規則羽狀分裂。頭狀花序，花黃色或白色。嫩莖及葉可食，為臺灣地區冬季盛產蔬菜之一。一般常用來搭配火鍋或鹹湯圓，由於莖葉的水分多，煮過後會大量失水，只剩一點點，會讓丈夫誤以為被妻子吃掉，所以舊時又稱之為「拍某菜」。
8872,狼狽,落魄。形容人窮困潦倒不得志。,17789,囂俳,囂張。形容人的行為舉止放肆傲慢。
8875,疼惜,疼惜。疼愛、憐惜。,7643,苦毒,虐待。以苛刻殘暴的態度對待他人。
8879,疼痛,疼愛、關切憐惜。,7643,苦毒,虐待。以苛刻殘暴的態度對待他人。
8879,疼痛,疼愛、關切憐惜。,11782,欺負,欺悔、欺凌。
8892,真,純正、不虛假的。,9594,假,不真實的、虛偽的。
8892,真,純正、不虛假的。,12355,虛,不實的、假的。
8944,祕結,便秘。病名。一種消化性疾病的名稱，因糞便在大腸停留的時間過長，使得大量乾硬的糞便堆積在降結腸，造成大便不暢通。,13636,落屎,拉肚子、腹瀉。
9009,納稅,繳納稅賦。,5786,抽稅,徵稅、課稅。徵收稅金。
9015,站節,分寸。,14067,過頭,過度、過分。超越適當的限度。
9020,笑詼,笑話、笑料。令人發笑歡樂的事物。,11518,悲劇,以不幸遭遇為主題的戲劇；在情節布局中主角的命運往往產生逆轉，而引起觀眾的同情。也可用來比喻悲慘的事物。
9030,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。,15166,憂頭苦面,愁眉苦臉。眉頭緊皺，苦喪著臉。形容憂傷、愁苦的神色。
9030,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。,15167,憂頭結面,愁眉苦臉。形容憂傷、愁苦的神色。
9030,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。,22551,懊嘟面,表情嚴肅，略帶怒氣且沒有笑容的臭臉。
9030,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。,22929,凊面,冷漠不親切的表情。凶惡、憤怒或難看的臉色。
9030,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。,23074,欲哭欲𥍉,快哭出來的樣子。
9042,素,樸實無華，沒有複雜的裝飾。,22684,花血,花俏豔麗。
9043,素,不是屬於肉類、葷菜類的食物。,16755,臊,葷食。
9060,翁,丈夫。女人稱與自己有婚姻關係的男子。,7104,某,妻子、太太、老婆。
9060,翁,丈夫。女人稱與自己有婚姻關係的男子。,10542,牽手,太太、老婆。
9083,素食,素餐。指不含葷腥食物的餐點。,16787,臊菜,葷菜。泛指肉類或含有辛辣刺激味道的食品、青菜如蔥、蒜、韭菜等。
9084,素食,吃素。不食用葷腥的食物。,7929,食臊,茹葷。進食肉類和蔥、蒜、韭等具有辛辣氣味的蔬菜食物。
9094,翁婿,丈夫。稱謂。妻子對他人稱自己的丈夫。,7141,查某人,太太、妻子。
9094,翁婿,丈夫。稱謂。妻子對他人稱自己的丈夫。,8275,家後,妻子、太太。
9094,翁婿,丈夫。稱謂。妻子對他人稱自己的丈夫。,10542,牽手,太太、老婆。
9103,缺點,短處、缺陷。不完美的地方。,16539,優點,好處、長處。
9111,臭,形容味道難聞。,6248,芳,香氣令人愉悅的。
9144,臭老,老相、老態。形容一個人的外表看起來比實際年齡老。,1255,少年,年紀輕。
9150,臭屁,形容人喜歡誇大炫耀，自以為是的樣子。,16861,謙卑,形容謙虛、不傲慢不自大。
9150,臭屁,形容人喜歡誇大炫耀，自以為是的樣子。,19389,覕鬚,收斂、不敢招搖。
9222,荏,形容人的身體虛弱，沒有元氣。,6603,勇,健康、強壯。
9223,荏,形容某事物的質地不夠紮實、堅固。,6604,勇,物品堅固耐用。
9231,袂用得,不可以。語氣完結時唸作bē-īng--tit。,13176,會用得,可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-īng--tit。
